NAME,DESCRIPTION,CTRL,CIP,FDR,AveExpr,P value,CTRL1,CTRL2,CTRL3,CIP1,CIP2,CIP3,CTRL1 CPM,CTRL2 CPM,CTRL3 CPM,CIP1 CPM,CIP2 CPM,CIP3 CPM
opdO,pyroglutatmate porin OpdO,0,2.62809525596895,0.00000603777999239814,7.28463265628953,1.04010751190594e-8,2105,1111,679,5773,4702,6816,54.679,66.055,54.356,426.349,388.843,440.669
,hypothetical protein,0,-2.92641237356616,0.00000699859996441751,5.07511310040293,1.58187212496579e-8,3248,1812,884,198.136,157,184,84.369,107.734,70.767,14.633,12.984,11.896
,transcriptional regulator,0,-3.10793812245099,0.00000699859996441751,5.7305832679645,1.6140109905522e-8,5041,3241,1504,247,288,261,130.943,192.696,120.400,18.241,23.817,16.874
,hypothetical protein,0,2.98825044136194,0.00000719644862673546,7.13480721173397,1.91496770269704e-8,1645,1036,471,6188,5386,5887,42.730,61.596,37.705,456.997,445.409,380.607
,hypothetical protein,0,2.62404181242159,0.00000719644862673546,6.69432950907972,1.90572720253043e-8,1495,649,482,3987,3217,4202,38.833,38.587,38.586,294.449,266.038,271.668
coxA,cytochrome C oxidase subunit I,0,2.78669902016933,0.00000925629604960465,5.92711110671695,3.11991529080164e-8,694,390,297,2452,2490,2109,18.027,23.188,23.776,181.085,205.917,136.351
,FAD-dependent monooxygenase,0,2.86181638061571,0.00000925629604960465,5.55197608908452,3.00202532095097e-8,568,339,175,2223,1691,1714,14.754,20.155,14.009,164.173,139.841,110.814
phr,deoxyribodipyrimidine photolyase,0,-2.36628363398794,0.00000925629604960465,6.98300741365732,2.78092904192772e-8,9118,5387,3126,728,811,924,236.845,320.288,250.246,53.764,67.068,59.739
,hypothetical protein,0,-2.89071977015286,0.00000925629604960465,6.21817008436793,3.09428644241523e-8,5818,3143,2890,346,366,519,151.126,186.869,231.353,25.553,30.267,33.554
,hypothetical protein,0,-2.42444994887125,0.00000980553328036363,6.83365847402933,3.65293948709661e-8,8716,4747,2896,613,663,924,226.403,282.236,231.833,45.271,54.828,59.739
,ABC transporter ATP-binding protein,0,-2.50075229533596,0.00000980553328036363,6.45942070300924,3.60669714317397e-8,6979,4079,2102,468,547,619,181.283,242.520,168.271,34.563,45.236,40.020
,hypothetical protein,0,2.63015288030665,0.00000984372847248641,4.4989909217652,4.36567698797517e-8,308,153,101,959,767,773,8.000,9.097,8.085,70.824,63.429,49.976
,glycerol kinase,0,-2.53844813444768,0.00000984372847248641,5.91654080981469,4.1996545486384e-8,4895,2489,1643,354,280,499,127.150,147.985,131.527,26.144,23.155,32.261
,hypothetical protein,0,2.8799461922034,0.00000984372847248641,6.84311778472578,4.13180020333911e-8,1547,787,402,5391,3893,4556,40.184,46.792,32.181,398.137,321.941,294.555
phzB1,phenazine biosynthesis protein,0,3.47986529114211,0.00000984372847248641,4.6374272684674,4.30976282218834e-8,229.169,104.335,113.4,1387.42,841.448,1518.9,5.953,6.203,9.078,102.464,69.586,98.200
,oxidoreductase,0,-2.80048316469406,0.0000100587437867861,5.74837887000822,4.85867299694152e-8,5320,2822,1251,310,252,335,138.190,167.784,100.146,22.894,20.840,21.658
,hypothetical protein,0,3.06534298709012,0.0000100587437867861,5.5249278237297,4.99636022760353e-8,542,271,176,2535,1770,1672,14.079,16.112,14.089,187.215,146.375,108.098
,hypothetical protein,0,2.14982124367456,0.0000100587437867861,4.70415402972357,4.65237089228169e-8,382,221,144,844,648,958,9.923,13.140,11.528,62.331,53.588,61.937
coxB,cytochrome C oxidase subunit II,0,2.91171425354134,0.0000125069236796148,7.27749899674501,6.43428750592208e-8,1695,896,772,6360,6890,5551,44.029,53.272,61.801,469.700,569.785,358.884
,hypothetical protein,0,-2.06163351599346,0.0000141949499421829,5.39845707809359,7.95944034684032e-8,2698,1592,962,285,249,391,70.082,94.653,77.011,21.048,20.592,25.279
,protease,0,2.76033346955941,0.0000141949499421829,4.62977649786337,7.78270040089087e-8,322,177,95,1138,899,842,8.364,10.524,7.605,84.044,74.345,54.437
glcF,glycolate oxidase iron-sulfur subunit,0,-2.41667775464537,0.0000141949499421829,5.36757868494255,8.05815856217585e-8,3613,1688,928,279,212,301,93.850,100.361,74.289,20.605,17.532,19.460
,glycogen synthase,0,2.34422438751433,0.0000148654596764402,6.04821548640265,8.70250433426514e-8,974,485,346,2376,2199,2007,25.300,28.836,27.698,175.473,181.852,129.757
,hypothetical protein,0,2.34990233454991,0.0000151840317386712,7.36088622073277,1.04852153598976e-7,2202,1408,804,6463,4760,5262,57.198,83.714,64.363,477.306,393.640,340.200
,ATP-dependent RNA helicase,0,-3.35058109589676,0.0000151840317386712,6.98473946301907,1.00570352245706e-7,14752,8414,3549,442,507,854,383.191,500.260,284.108,32.643,41.928,55.213
,hypothetical protein,0,-2.80168210823228,0.0000151840317386712,5.53546426184165,1.08607491123665e-7,4517,1890,1405,215,204,385,117.332,112.371,112.474,15.878,16.870,24.891
glpF,glycerol uptake facilitator protein,0,-2.05790973417398,0.0000151840317386712,6.18785940718986,9.6949502781039e-8,5104,2423,1726,470,467,654,132.579,144.061,138.171,34.711,38.620,42.283
tpbA,protein tyrosine phosphatase TpbA,0,-2.63340452992913,0.0000151840317386712,4.61870702393117,1.11663323140532e-7,1980,1346,557,129,127,183,51.432,80.027,44.590,9.527,10.503,11.831
,choline transporter,0,-2.16751862116809,0.0000151840317386712,7.5143792755038,1.07042699646008e-7,11970,7158,4378,1092,1160,1608,310.927,425.584,350.472,80.647,95.929,103.961
,hypothetical protein,0,-2.94012607137246,0.0000151840317386712,7.0362604132932,9.76759303532811e-8,13223,8086,3004,724,604,744,343.475,480.759,240.479,53.469,49.949,48.101
,hypothetical protein,0,1.90641004163054,0.0000151840317386712,6.58319990786028,1.13132753774027e-7,1523,941,545,2767,2277,3227,39.561,55.948,43.629,204.349,188.302,208.633
betB,betaine aldehyde dehydrogenase,0,-2.64753582948659,0.0000151840317386712,9.31888615489781,9.76672845697043e-8,49864,29240,18058,3093,3594,4747,1295.245,1738.484,1445.597,228.425,297.215,306.904
,beta alanine--pyruvate transaminase,0,-2.38703178250372,0.0000152375579978589,9.22469111590747,1.2080964393662e-7,45949,25617,14235,4015,3480,4011,1193.551,1523.076,1139.554,296.516,287.787,259.320
,acyl carrier protein,0,2.6643944851325,0.0000152375579978589,5.26341938426754,1.21640963261247e-7,478,260,184,1798,1292,1230,12.416,15.458,14.730,132.786,106.845,79.522
ampC,beta-lactamase,0,-2.70349530171964,0.0000152375579978589,7.30884459091118,1.18980590394429e-7,15536,8278,3449,835,829,1058,403.556,492.174,276.103,61.667,68.556,68.402
pelB,pellicle/biofilm biosynthesis protein PelB,0,2.02927325740799,0.0000181051885634753,4.936309489067,1.4774501932231e-7,474,304,154,815,806,1149,12.312,18.075,12.328,60.190,66.654,74.285
plsX,phosphate acyltransferase,0,-2.18700407834484,0.0000189266368764605,6.6837680841647,1.57805913286082e-7,6386,3873,2725,598,630,950,165.880,230.272,218.144,44.164,52.099,61.420
,hypothetical protein,0,3.4941413241898,0.0000191460605929895,7.63004882220631,1.63031915640144e-7,1726,799,963,11316,9390,8758,44.834,47.505,77.091,835.711,776.529,566.224
glpR,glycerol-3-phosphate regulon repressor,0,-2.1738685348352,0.0000221203390886739,5.06560903130754,1.92282528888597e-7,2362,1256,786,193,196,325,61.354,74.676,62.922,14.253,16.209,21.012
betI,BetI family transcriptional regulator,0,-2.67896029406972,0.0000224748473333468,7.67092160634719,1.99351138312461e-7,14136,8772,6970,930,1102,1654,367.190,521.545,557.969,68.683,91.133,106.935
,hypothetical protein,0,1.89120155024882,0.0000227125011300018,6.92254280665039,2.12034247005084e-7,2047,1027,766,3690,2882,3805,53.172,61.061,61.321,272.514,238.334,246.002
,hypothetical protein,0,3.04463164091763,0.0000227125011300018,3.87045079817519,2.15131898442033e-7,172,104,45,723,655,515,4.468,6.183,3.602,53.395,54.167,33.296
dgkA,diacylglycerol kinase,0,-1.96371129825566,0.0000227125011300018,5.12134997350844,2.19509132202925e-7,1970,1305,814,234,216,342,51.172,77.590,65.163,17.281,17.863,22.111
phzC1,phenazine biosynthesis protein PhzC,0,2.33784079553938,0.0000227125011300018,4.70918937588008,2.08053431806299e-7,426.3,220,105,986,737,908,11.073,13.080,8.406,72.818,60.948,58.704
pilV,type 4 fimbrial biogenesis protein PilV,0,-2.14196033418312,0.0000227125011300018,5.99585974934574,2.21605031426308e-7,4209,2171,1695,388,490,468,109.331,129.078,135.690,28.655,40.522,30.257
,hypothetical protein,0,2.65667100059712,0.0000248785943798521,3.83629430852,2.64806752313487e-7,166,114,62,528,606,455,4.312,6.778,4.963,38.994,50.115,29.417
,hypothetical protein,0,1.83991967306831,0.0000248785943798521,5.89960528679617,2.57312601750904e-7,1091,577,321,1674,1583,1725,28.339,34.306,25.697,123.629,130.910,111.525
glpK,glycerol kinase,0,-2.69234683278439,0.0000248785943798521,7.4461385951951,2.61972861087521e-7,18818,8616,3637,968,926,1088,488.808,512.270,291.153,71.489,76.578,70.342
glpD,glycerol-3-phosphate dehydrogenase,0,-2.73733988744476,0.0000248785943798521,8.64150567468516,2.63393843754832e-7,47315,16866,9282,2097,1968,2716,1229.034,1002.779,743.052,154.868,162.749,175.595
lasB,elastase LasB,0,2.83487386213372,0.0000248785943798521,6.65155059773044,2.53723856409672e-7,1262,693,395,5498,3436,3232,32.781,41.203,31.621,406.039,284.148,208.956
,ABC transporter ATP-binding protein,0,-1.705067765548,0.0000249078352541807,5.55697722030669,2.75004222508343e-7,2618,1444,1046,379,324,457,68.004,85.854,83.735,27.990,26.794,29.546
,transcriptional regulator,0,-1.67407665500824,0.0000249078352541807,4.80653534218021,2.87487522649321e-7,1604,908,553,208,211,276,41.665,53.986,44.269,15.361,17.449,17.844
,sugar ABC transporter permease,0,-1.96682553502734,0.0000249078352541807,5.73901021719355,2.86814329839323e-7,3375,1750,1285,323,390,495,87.668,104.047,102.868,23.854,32.252,32.003
,sugar ABC transporter substrate-binding protein,0,-2.3696336306171,0.0000249078352541807,9.07840472681244,2.77890253366999e-7,39567,20970,14419,2829,3463,4360,1027.775,1246.785,1154.284,208.928,286.381,281.884
,hypothetical protein,0,2.1583096001831,0.0000249078352541807,9.21685469585364,2.91629790096847e-7,8460,5316,3185,16215,16297,24014,219.753,316.066,254.969,1197.513,1347.720,1552.558
pilW,type 4 fimbrial biogenesis protein PilW,0,-1.98242165788286,0.0000249078352541807,6.82189129721204,2.81993490449177e-7,7178,3958,2586,857,853,798,186.453,235.326,207.017,63.291,70.541,51.592
,hypothetical protein,0,1.73294116118745,0.0000255837790494814,5.02860603104091,3.04082525512729e-7,555,327,203,944,796,889,14.416,19.442,16.251,69.716,65.827,57.476
desB,acyl-CoA desaturase,0,-2.64065652537779,0.0000257784294048741,7.06570848590257,3.10969167914039e-7,9856,5326,4527,791,907,693,256.015,316.661,362.400,58.417,75.007,44.804
,hypothetical protein,0,3.24366123428488,0.0000267900005314614,3.60444901959726,3.27924434392555e-7,134,65,44,561,693,434,3.481,3.865,3.522,41.431,57.309,28.059
,hypothetical protein,0,2.54056218146056,0.0000275577619453748,4.2345517022152,3.42210987435913e-7,274,116,95,830,600,598,7.117,6.897,7.605,61.297,49.618,38.662
htpG,chaperone protein HtpG,0,2.41595217350186,0.0000275758012855293,9.40017353619454,3.5711078478688e-7,9634,5147,3249,21660,16875,33087,250.249,306.018,260.092,1599.638,1395.520,2139.147
,hypothetical protein,0,2.89394721644522,0.0000275758012855293,5.51951884761045,3.52413942149161e-7,493,246,256,2238,1800,1517,12.806,14.626,20.494,165.281,148.855,98.077
mmsB,3-hydroxyisobutyrate dehydrogenase,0,2.3879878141455,0.0000275758012855293,6.51403615911491,3.54709074022511e-7,1306,789,399,3974,2492,2924,33.924,46.911,31.941,293.488,206.082,189.043
,hypothetical protein,0,2.49631728892487,0.0000279873919149705,3.7520671970258,3.67405889960585e-7,186,98,63,537,490,398,4.831,5.827,5.043,39.659,40.522,25.732
,hypothetical protein,0,2.16058269100916,0.0000280770999382044,3.99741101831395,3.73564395133108e-7,243,154,72,568,453,483,6.312,9.156,5.764,41.948,37.462,31.227
,oxidoreductase,0,-2.41179036649474,0.0000286642815361132,5.64894027019668,3.88247982966411e-7,4191,2149,1124,246,285,458,108.864,127.770,89.980,18.168,23.569,29.611
,hypothetical protein,0,2.26264748054612,0.0000286642815361132,4.30064113770781,3.91546865048912e-7,281,158,105,799,545,584,7.299,9.394,8.406,59.008,45.070,37.757
,hypothetical protein,0,1.87286242518135,0.0000289147497676649,5.5869762467438,4.00097655114043e-7,823,465,266,1550,1201,1327,21.378,27.647,21.294,114.471,99.320,85.793
,hypothetical protein,0,1.81885189163115,0.000029611294642815,4.69146477544524,4.14988872943479e-7,420,273,145,742,693,707,10.910,16.231,11.608,54.798,57.309,45.709
,hypothetical protein,0,2.92439025990407,0.0000305684457253759,5.10126515931616,4.33825733196749e-7,366,229,149,1793,1450,1024,9.507,13.615,11.928,132.417,119.911,66.204
,hypothetical protein,0,-1.82031738100039,0.0000308482312323241,6.07444789880056,4.43268889447978e-7,3970,2211,1491,435,496,677,103.123,131.456,119.359,32.126,41.018,43.770
,chemotaxis transducer,0,-2.08214452362343,0.000031586051174087,6.02648674561955,4.5947422321716e-7,4688,2566,1307,425,506,463,121.773,152.563,104.629,31.387,41.845,29.934
,transcriptional regulator,0,-1.75227155044227,0.0000322374327501637,5.88198981502165,4.74668603559267e-7,3059.2,1902,1395,417,452,561,79.464,113.085,111.674,30.796,37.379,36.270
,C4-dicarboxylate-binding protein,0,-1.63508916306263,0.0000335208719961487,4.95012410477636,4.99512727989444e-7,1576,954,692,241,232,305,40.937,56.721,55.397,17.798,19.186,19.719
,sugar ABC transporter permease,0,-1.71064767804252,0.0000359685195938854,5.68644731428579,5.48748037089612e-7,2887,1510,1193,378,417,464,74.991,89.778,95.503,27.916,34.485,29.999
,hypothetical protein,0,2.6037912143805,0.0000359685195938854,5.39303064940879,5.43630830340453e-7,615,359,142,1782,1470,1364,15.975,21.345,11.368,131.605,121.565,88.186
,transcriptional regulator,0,1.78632268637131,0.000036014824606153,5.2668461052882,5.622324934081e-7,663,338,256,1150,987,1019,17.222,20.096,20.494,84.930,81.622,65.881
pyrQ,dihydroorotase,0,1.93946799137568,0.000036014824606153,4.85838885932285,5.59678054585944e-7,487,253,169,954,798,764,12.650,15.042,13.529,70.455,65.993,49.394
,cytochrome C oxidase assembly protein,0,2.60677830740408,0.0000361845597811476,3.58762951956196,5.79594760831384e-7,141,75,72,427,493,378,3.663,4.459,5.764,31.535,40.770,24.439
,manganese efflux pump MntP,0,-1.79762781811388,0.0000361845597811476,3.77544859749769,5.73151448163617e-7,740,458,318,101,89,137,19.222,27.231,25.457,7.459,7.360,8.857
,hypothetical protein,0,2.03784823492997,0.0000361845597811476,8.34959079130875,5.84139602640489e-7,5343,2906,1732,8965,7558,13533,138.787,172.778,138.652,662.085,625.027,874.938
,hypothetical protein,0,2.35711199423929,0.0000369291403363412,6.0229810911401,6.02710823300229e-7,955,418,384,2531,2119,1877,24.807,24.852,30.740,186.920,175.236,121.352
,hypothetical protein,0,2.7137466317812,0.0000390065310548438,7.22121858017094,6.50454837529771e-7,2159,732,811,6331,5175,5374,56.081,43.522,64.923,467.558,427.959,347.441
pilE,type 4 fimbrial biogenesis protein PilE,0,-1.93196150169785,0.0000390065310548438,6.04224143547146,6.48185003352405e-7,4067,2177,1551,515,523,452,105.643,129.435,124.162,38.034,43.251,29.223
,hypothetical protein,0,2.13642966912004,0.0000397299945915056,3.68820546008802,6.77380093618226e-7,186,120,66,436,407,353,4.831,7.135,5.283,32.200,33.658,22.822
,hypothetical protein,0,1.99183144091315,0.0000397299945915056,8.30702065551151,6.82230401045497e-7,4948,3316,1585,8854,9180,9773,128.527,197.155,126.884,653.887,759.163,631.846
pslN,hypothetical protein,0,2.12678424637859,0.0000397299945915056,5.609342690004,6.83663203011539e-7,853,466,205,1631,1381,1503,22.157,27.706,16.411,120.453,114.205,97.172
osmC,osmotically inducible protein OsmC,0,2.52466209981466,0.0000403981234065417,7.6630801234162,7.02326786205622e-7,3043,1172,1097,9021,5944,6761,79.044,69.682,87.818,666.220,491.554,437.113
atoB,acetyl-CoA acetyltransferase,0,2.87946099984413,0.0000413808255770137,8.48178355000304,7.30411040406909e-7,5161,2782,1055,15162,13202,14091,134.060,165.406,84.456,1119.746,1091.772,911.014
,hypothetical protein,0,2.94517100878898,0.0000413808255770137,5.56491554477395,7.40867099398228e-7,551,280,208,2529,2093,1349,14.313,16.648,16.651,186.772,173.086,87.216
,hypothetical protein,0,1.54879092102611,0.0000413808255770137,5.14072196973564,7.41433986744436e-7,663,384,221,899,850,913,17.222,22.831,17.692,66.393,70.293,59.027
,hypothetical protein,0,2.66933509626391,0.0000415780540455628,5.37458632945648,7.52343713437539e-7,435,259,258,1957,1361,1341,11.299,15.399,20.654,144.529,112.551,86.699
,"alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase",0,1.86520128429013,0.000041786245559224,5.35018097388764,7.6352373471706e-7,697,410,219,1240,1143,1058,18.105,24.377,17.532,91.577,94.523,68.402
,hypothetical protein,0,2.37479080793129,0.0000420756979763117,5.52324899376478,7.83741047988775e-7,794,370,178,1559,1124,2103,20.625,21.999,14.249,115.136,92.952,135.964
grpE,heat shock protein GrpE,0,1.85728717149788,0.0000420756979763117,7.51125298900807,7.83232388302132e-7,3583,1682,951,5289,4450,5592,93.070,100.004,76.130,390.604,368.004,361.535
hslV,ATP-dependent protease peptidase subunit,0,1.66689845858923,0.0000434679009168225,6.87455737454901,8.17384689938474e-7,2382,1103,702,3045,2600,3655,61.874,65.580,56.197,224.880,215.013,236.304
,cytochrome C,0,-2.53157706171006,0.0000449368104951745,6.02298415158743,8.52978308139732e-7,6275,3220,1257,329,359,514,162.997,191.447,100.627,24.297,29.688,33.231
arcC,carbamate kinase,0,-2.62226004949215,0.000047584473143653,10.0239996349331,9.11676973481378e-7,120899,43092,22370,5767,5715,6792,3140.419,2562.063,1790.785,425.905,472.616,439.118
,hypothetical protein,0,1.91302388534216,0.0000482835589462151,3.92986787092389,9.33636318101374e-7,280,138,78,497,400,422,7.273,8.205,6.244,36.705,33.079,27.283
,chemotaxis protein methyltransferase,0,-1.5832604809755,0.0000494947037025939,5.94481843466204,9.68706906316022e-7,3659,1865,1151,520,516,529,95.045,110.885,92.141,38.403,42.672,34.201
,hypothetical protein,0,2.02684528762786,0.0000494947037025939,4.27876494198297,9.83396632018895e-7,310,149,124,652,562,516,8.052,8.859,9.927,48.152,46.476,33.361
,hypothetical protein,0,2.75589935882334,0.0000494947037025939,6.82557641618124,9.78460595521188e-7,1325,650,628,5506,4470,3269,34.418,38.646,50.273,406.630,369.658,211.348
,hypothetical protein,0,1.981670163131,0.0000499977363764113,4.83273064130328,0.00000100226081435772,417,241,190,1013,716,786,10.832,14.329,15.210,74.812,59.211,50.817
,hypothetical protein,0,2.15551109517352,0.0000536634292347092,5.22128524534393,0.00000109532375528368,719,279,175,1348,884,1311,18.676,16.588,14.009,99.553,73.105,84.759
atuD,citronellyl-CoA dehydrogenase,0,1.66864050735354,0.0000536634292347092,4.41012103595659,0.00000109442769841081,401,187,145,617,470,594,10.416,11.118,11.608,45.567,38.868,38.403
pilX,type 4 fimbrial biogenesis protein PilX,0,-1.70207091365396,0.0000536634292347092,6.29018998700694,0.00000110430331581094,4554,2461,1621,691,625,598,118.293,146.320,129.766,51.032,51.686,38.662
,non-homologous end joining protein Ku,0,2.56439874799646,0.0000550366155581663,3.95038800697498,0.00000114232464436854,242,99,66,676,570,451,6.286,5.886,5.283,49.924,47.138,29.158
,hypothetical protein,0,1.40812229964573,0.0000585933496921873,5.28680859475933,0.00000122654164691824,789,412,272,975,813,1029,20.495,24.496,21.774,72.006,67.233,66.527
,3-oxopropanoate dehydrogenase,0,-2.30364955994037,0.0000586992999496608,9.09140556802886,0.00000124958594890177,46654,24738,10304,3634,2874,4343,1211.864,1470.814,824.866,268.379,237.672,280.784
,hypothetical protein,0,-1.7956401825083,0.0000586992999496608,3.82772057371917,0.00000124757158553277,849,398,352,108,108,119,22.053,23.663,28.179,7.976,8.931,7.694
arcB,ornithine carbamoyltransferase,0,-2.63160310417798,0.000061441694179331,10.5850181722889,0.000001318865530548,186039,55875,36214,8699,8337,9854,4832.467,3322.085,2899.039,642.440,689.449,637.083
pctB,chemotactic transducer PctB,0,-1.83008663136287,0.0000631960565743119,8.25747367691206,0.00000136773441583574,21143.1,10552.7,5695.56,2399.82,2299.5,2397.09,549.204,627.418,455.947,177.232,190.163,154.977
,beta-alanine degradation protein BauB,0,-2.03615866087378,0.0000675737248775698,6.05596634380606,0.00000149000460830674,5000,2799,1148,509,403,537,129.878,166.416,91.901,37.591,33.327,34.718
flgE,flagellar hook protein FlgE,0,-1.79591594037579,0.0000675737248775698,7.92129727437055,0.00000149695177576051,16241,8630,4347,1905,1845,1939,421.869,513.102,347.990,140.688,152.577,125.361
,short-chain dehydrogenase,0,2.85744033618531,0.0000675737248775698,5.42928429184359,0.00000149844165508182,609,350,121,2129,1691,1402,15.819,20.809,9.686,157.231,139.841,90.642
ibpA,heat-shock protein IbpA,0,3.26474584801729,0.0000679257108537887,8.88695372079019,0.00000151829688976005,4482,2217,2280,35773,13801,20604,116.422,131.813,182.521,2641.913,1141.308,1332.094
coIII,cytochrome C oxidase subunit III,0,2.19223742240885,0.0000697322778079762,6.65407774041784,0.00000157573320920432,1442,676,694,3222,3403,2875,37.457,40.192,55.557,237.952,281.419,185.875
,hypothetical protein,0,-1.57718050140696,0.0000697322778079762,4.72783020604353,0.00000163172955762359,1466,895,472,209,186,292,38.080,53.213,37.785,15.435,15.382,18.878
,transcriptional regulator,0,1.7453359912719,0.0000697322778079762,5.24385280019118,0.00000160267031834475,669,432,196,1137,883,1060,17.378,25.685,15.690,83.970,73.022,68.531
phzS,hypothetical protein,0,1.99361053489419,0.0000697322778079762,5.05495163103931,0.00000159187674824992,592,341,145,1120,855,979,15.378,20.274,11.608,82.714,70.706,63.294
accB,acetyl-CoA carboxylase biotin carboxyl carrier protein subunit,0,-1.75257768558199,0.0000697322778079762,8.33442949058445,0.00000163021905159064,21215,10879,5931,2249,2456,3062,551.071,646.818,474.794,166.094,203.105,197.965
znuC,zinc transporter ZnuC,0,-1.42912561925657,0.0000697322778079762,6.88865858541934,0.00000163290059795154,5734,3523.97,2331,1030,1026,1137,148.944,209.520,186.604,76.068,84.848,73.510
bdhA,3-hydroxybutyrate dehydrogenase,0,1.92453441509527,0.0000702649568475949,8.00573245749757,0.00000165783914506477,4211,2368,1496,8778,7092,6353,109.383,140.791,119.759,648.274,586.490,410.735
glnA,glutamine synthetase,0,-1.88256262623512,0.0000702922898237409,10.3383445616203,0.00000167456062660578,84151,44426,26770,9332,9200,11224,2185.869,2641.377,2143.018,689.188,760.817,725.656
glcE,glycolate oxidase FAD binding subunit,0,-2.22490006660517,0.0000702922898237409,4.93099214073428,0.00000168342365197889,2423,1447,531,188,187,250,62.939,86.032,42.508,13.884,15.464,16.163
,non-ribosomal peptide synthetase,0,1.74368157992532,0.0000709660092650829,8.19539990837678,0.00000171214781977138,5301,2902,1733,9264,6306,8338,137.696,172.540,138.732,684.166,521.490,539.070
,hypothetical protein,0,1.38202807943435,0.0000713595127628168,4.35562613953554,0.00000173430073594215,409,229,139,508,415,544,10.624,13.615,11.127,37.517,34.319,35.171
,methyl-accepting chemotaxis protein,0,-1.82433349256115,0.0000762878678024533,7.18001161221347,0.00000188779752986628,10226,5260,2507,1053,1131,1184,265.626,312.737,200.693,77.766,93.531,76.548
opdB,OpdB proline porin,0,1.37449413941265,0.0000762878678024533,3.95100017656235,0.00000190721373827202,306,174,106,374,312,420,7.949,10.345,8.486,27.621,25.802,27.154
,hypothetical protein,0,-1.90352248784072,0.0000762878678024533,3.79661750293533,0.00000190821170128542,859,476,304,79,124,119,22.313,28.301,24.336,5.834,10.254,7.694
,hypothetical protein,0,1.60541172606316,0.0000762878678024533,3.7602058930372,0.00000187820391949483,238,154,81,368,333,343,6.182,9.156,6.484,27.178,27.538,22.176
,hypothetical protein,0,2.53799354185403,0.0000774397817934358,2.23413129371291,0.00000195076264230404,75,35,16,180,182,152,1.948,2.081,1.281,13.293,15.051,9.827
ercS,sensor histidine kinase,0,1.40432555717254,0.0000840336942943616,5.48089954201457,0.00000213177546285146,912,506,288,1125,980,1104,23.690,30.085,23.055,83.084,81.044,71.376
,hypothetical protein,0,2.17522351911603,0.0000863133975714652,2.53617775624262,0.00000220491915030885,75,61,28,211,163,170,1.948,3.627,2.241,15.583,13.480,10.991
,ATP-dependent protease,0,1.7104832113681,0.0000892391703925004,8.40562135975616,0.00000229549045714255,6913,3380,1855,8883,8399,9627,179.569,200.960,148.498,656.029,694.576,622.407
,hypothetical protein,0,2.21466680711489,0.0000914235470142367,6.0568616972196,0.00000236789743907727,1048,618,294,2400,2321,1675,27.222,36.744,23.536,177.245,191.941,108.292
,hypothetical protein,0,1.378181723736,0.000091856258658698,4.20774371724651,0.00000241607251008943,364,202,131,475,375,470,9.455,12.010,10.487,35.080,31.012,30.387
pelA,hypothetical protein,0,1.5190084774287,0.000091856258658698,5.36996446152115,0.00000240339352014108,732,419,306,846,1000,1284,19.014,24.912,24.496,62.479,82.697,83.013
mqoA,malate:quinone oxidoreductase,0,-1.42677273425014,0.000091856258658698,6.94371524343687,0.00000243640882789077,6536,3487,2331,959,1024,1364,169.776,207.322,186.604,70.824,84.682,88.186
